Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,log_fare
1,2,female,28,0,0,S,2.5650262775800314
1,3,male,NA,0,0,S,2.0935293409974545
1,1,male,4,0,2,S,4.4050019198427455
1,2,female,13,0,1,S,2.970465746306104
1,1,male,34,0,0,S,3.279067411762075
1,3,female,5,2,1,C,2.957994060953522
1,1,male,52,0,0,S,3.4177594699611338
0,2,male,36,1,2,S,3.3232718755791972
0,3,male,NA,1,0,S,2.9941159680356937
0,1,male,30,0,0,C,3.3232718755791972
1,1,male,49,1,0,C,4.489817694165499
0,3,male,NA,0,0,S,2.085796307317844
1,3,male,29,0,0,C,2.0664576141215414
0,1,male,65,0,0,S,3.279067411762075
1,1,female,NA,1,0,S,3.9486152672277353
1,2,female,50,0,0,S,2.351470490723856
0,3,male,NA,0,0,Q,2.0478218672993744
1,1,male,48,0,0,S,3.279067411762075
0,3,male,34,0,0,S,2.085796307317844
0,1,male,47,0,0,S,3.6506842149823933
0,2,male,48,0,0,S,2.5650262775800314
0,3,male,NA,0,0,S,2.085796307317844
0,3,male,38,0,0,S,1.9531694507369035
0,2,male,NA,0,0,S,-6.907755278982137
0,1,male,56,0,0,S,3.279067411762075
0,3,male,NA,0,0,Q,2.0445912642440898
1,3,female,0.75,2,1,C,2.957994060953522
0,3,male,NA,0,0,S,1.9811393903894556
0,3,male,38,0,0,S,2.1591187979687643
1,2,female,33,1,2,S,3.3232718755791972
1,2,female,23,0,0,C,2.6241394666937183
0,3,female,22,0,0,S,2.286303260419763
0,1,male,NA,0,0,S,3.9512629491657494
0,2,male,34,1,0,S,3.0445700556372914
0,3,male,29,1,0,S,1.9525736130708482
0,3,male,22,0,0,S,2.0178054710214344
1,3,female,2,0,1,S,2.508663865681663
0,3,male,9,5,2,S,3.8480389971865443
0,2,male,NA,0,0,S,-6.907755278982137
0,3,male,50,0,0,S,2.085796307317844
1,3,female,63,0,0,S,2.2605644637314333
1,1,male,25,1,0,C,4.511740437064889
0,3,female,NA,3,1,S,3.237410982597415
1,1,female,35,1,0,S,4.499820781379649
0,1,male,58,0,0,C,3.391180715275501
0,3,male,30,0,0,S,2.085796307317844
1,3,male,9,1,1,S,2.76638200033026
0,3,male,NA,1,0,S,2.9941159680356937
0,3,male,21,0,0,S,1.9811393903894556
0,1,male,55,0,0,S,3.4177594699611338
0,1,male,71,0,0,C,3.902077714562277
0,3,male,21,0,0,S,2.085796307317844
0,3,male,NA,0,0,C,2.6713378061535895
1,1,female,54,1,0,C,4.360135001924401
0,3,male,NA,0,0,S,2.714760966793652
0,1,female,25,1,2,S,5.0209222019643915
0,3,male,24,0,0,S,2.0537133931071048
0,3,male,17,0,0,S,2.1591187979687643
0,3,female,21,0,0,Q,2.0478218672993744
0,3,female,NA,0,0,Q,2.032114057272619
0,3,female,37,0,0,S,2.2605644637314333
1,1,female,16,0,0,S,4.460155974564651
0,1,male,18,1,0,C,4.690439212633209
1,2,female,33,0,2,S,3.2581349988203177
1,1,male,NA,0,0,S,3.279067411762075
0,3,male,28,0,0,S,3.1146701976255047
1,3,male,26,0,0,S,4.034183999380309
1,3,male,29,0,0,Q,2.0478218672993744
0,3,male,NA,0,0,S,2.085796307317844
1,1,male,36,0,0,S,3.2691315811992427
1,1,female,54,1,0,C,4.084311061243727
0,3,male,24,0,0,S,2.014476262827477
0,1,male,47,0,0,S,3.5270014956209383
1,2,female,34,0,0,S,2.351470490723856
0,3,male,NA,0,0,Q,3.1843257871087944
1,2,female,36,1,0,S,3.2581349988203177
0,3,male,32,0,0,S,2.0664576141215414
1,1,female,30,0,0,S,4.537972131424614
0,3,male,22,0,0,S,2.0664576141215414
0,3,male,NA,0,0,C,1.9776856327254484
1,1,female,44,0,1,C,4.060101572952893
0,3,male,NA,0,0,C,1.978266698305362
0,3,male,40.5,0,0,Q,2.0478218672993744
1,2,female,50,0,0,S,2.351470490723856
0,1,male,NA,0,0,S,5.401686801319235
0,3,male,39,0,0,S,2.0701484947682434
0,2,male,23,2,1,S,2.4424339881104444
1,2,female,2,1,1,S,3.2581349988203177
0,3,male,NA,0,0,C,1.978266698305362
0,3,male,17,1,1,C,1.978266698305362
1,3,female,NA,0,2,C,3.1072423418934596
0,3,female,30,0,0,S,2.1591187979687643
1,2,female,7,0,2,S,3.267704083550123
0,1,male,45,0,0,S,3.279067411762075
1,1,female,30,0,0,C,4.667449907958537
0,3,male,NA,0,0,S,2.674217612565758
1,1,female,22,0,2,C,3.9019928713907883
1,1,female,36,0,2,S,4.262693961449172
0,3,female,9,4,2,S,3.4428510302622675
0,3,female,11,4,2,S,3.4428510302622675
1,2,male,32,1,0,S,3.2581349988203177
0,1,male,50,1,0,C,4.667449907958537
0,1,male,64,0,0,S,3.2581349988203177
1,2,female,19,1,0,S,3.2581349988203177
1,2,male,NA,0,0,C,2.6292594871351476
0,3,male,33,1,1,S,3.0216923752235227
1,2,male,8,1,1,S,3.60416543617299
1,1,male,17,0,2,C,4.708487315353423
0,2,male,27,0,0,S,3.2581349988203177
0,3,male,NA,0,0,Q,2.0579880524606637
1,3,male,22,0,0,C,1.9776856327254484
1,3,female,22,0,0,S,2.051042067158138
0,1,male,62,0,0,S,3.279067411762075
1,1,female,48,1,0,C,3.6788543704668477
0,1,male,NA,0,0,C,5.427264517575177
1,1,female,39,1,1,S,4.377654591205054
1,3,female,36,1,0,S,2.8565276758334415
0,3,male,NA,0,0,Q,2.0478218672993744
0,3,male,40,0,0,S,2.0664576141215414
0,2,male,28,0,0,S,2.602763756775109
0,3,male,NA,0,0,S,2.085796307317844
0,3,female,NA,0,0,S,2.085796307317844
0,3,male,24,2,0,S,3.1843257871087944
0,3,male,19,0,0,S,2.0664576141215414
0,3,female,29,0,4,S,3.0481349523470396
0,3,male,NA,0,0,C,1.978266698305362
1,3,male,32,0,0,S,2.061175732872943
1,2,male,62,0,0,S,2.351470490723856
1,1,female,53,2,0,S,3.9411972677242644
1,1,male,36,0,0,S,3.2729283091877828
1,3,female,NA,0,0,Q,2.0478218672993744
0,3,male,16,0,0,S,2.085796307317844
0,3,male,19,0,0,S,2.674217612565758
1,2,female,34,0,0,S,2.5650262775800314
1,1,female,39,1,0,S,4.023582269088702
0,3,female,NA,1,0,C,2.6713378061535895
1,3,male,32,0,0,S,2.0701484947682434
1,2,female,25,1,1,S,3.4012307144399454
1,1,female,39,1,1,C,4.708487315353423
0,2,male,54,0,0,S,3.2581349988203177
0,1,male,36,0,0,C,3.692024503258009
0,3,male,NA,0,0,C,2.16487354711856
1,1,female,18,0,2,S,4.377654591205054
0,2,male,47,0,0,S,2.7081168655467533
1,1,male,60,1,1,C,4.371988925003296
0,3,male,22,0,0,S,2.085796307317844
0,3,male,NA,0,0,S,2.085796307317844
0,3,male,35,0,0,S,1.9637500671836443
1,1,female,52,1,0,C,4.360135001924401
0,3,male,47,0,0,S,1.9811393903894556
0,3,female,NA,0,2,Q,2.0478218672993744
0,2,male,37,1,0,S,3.2581349988203177
0,3,male,36,1,1,S,3.1843257871087944
1,2,female,NA,0,0,S,3.4965378640376557
0,3,male,49,0,0,S,-6.907755278982137
0,3,male,NA,0,0,C,1.9776856327254484
1,1,male,49,1,0,C,4.041825956043066
1,2,female,24,2,1,S,3.295873902355512
0,3,male,NA,0,0,S,2.0664576141215414
0,1,male,NA,0,0,S,3.747171946865453
0,3,male,44,0,0,S,2.085796307317844
1,1,male,35,0,0,C,3.279067411762075
0,3,male,36,1,0,S,2.7441249452392005
0,3,male,30,0,0,S,2.0664576141215414
1,1,male,27,0,0,S,3.4177594699611338
1,2,female,22,1,2,C,3.7276240924231088
1,1,female,40,0,0,S,5.033462753735626
0,3,female,39,1,5,S,3.4428510302622675
0,3,male,NA,0,0,S,1.9531694507369035
1,3,female,NA,1,0,Q,2.740904537973157
0,3,male,NA,0,0,Q,2.0478218672993744
0,3,male,35,0,0,S,2.085796307317844
1,2,female,24,1,2,S,4.17440265439268
0,3,male,34,1,1,S,2.6672976486152455
0,3,female,26,1,0,S,2.7788813818628015
1,2,female,4,2,1,S,3.6635872868265618
0,2,male,26,0,0,S,2.351470490723856
0,3,male,27,1,0,C,2.671054211415484
1,1,male,42,1,0,S,3.9618640458051333
1,3,male,20,1,1,C,2.7563767657625022
0,3,male,21,0,0,S,2.061175732872943
0,3,male,21,0,0,S,2.7788813818628015
0,1,male,61,0,0,S,3.4757419251714
0,2,male,57,0,0,Q,2.5137370314558773
1,1,female,21,0,0,S,4.356186895635478
0,3,male,26,0,0,S,2.0664576141215414
0,3,male,NA,0,0,Q,2.0456649821923056
1,1,male,80,0,0,S,3.4012307144399454
0,3,male,51,0,0,S,1.953764933591834
1,1,male,32,0,0,C,3.4177594699611338
0,1,male,NA,0,0,S,-6.907755278982137
0,3,female,9,3,2,S,3.328662530478907
1,2,female,28,0,0,S,2.5650262775800314
0,3,male,32,0,0,S,2.0701484947682434
0,2,male,31,1,1,S,3.267704083550123
0,3,female,41,0,5,S,3.681061473185869
0,3,male,NA,1,0,S,2.7788813818628015
0,3,male,20,0,0,S,2.061175732872943
1,1,female,24,0,0,C,4.2384593361061755
0,3,female,2,3,2,S,3.328662530478907
1,3,male,NA,0,0,S,4.034183999380309
1,3,female,0.75,2,1,C,2.957994060953522
1,1,male,48,1,0,C,4.3402953727285984
0,3,male,19,0,0,S,2.0664576141215414
1,1,male,56,0,0,C,3.5695608650987154
0,3,male,NA,0,0,S,2.0216800048212886
1,3,female,23,0,0,S,2.0216800048212886
0,3,male,NA,0,0,S,2.0664576141215414
1,2,female,18,0,1,S,3.135537693244867
0,3,male,21,0,0,S,2.132306725002407
1,3,female,NA,0,0,Q,2.0579880524606637
0,3,female,18,0,0,Q,1.9096906420597335
0,2,male,24,2,0,S,4.297299011568414
0,3,male,NA,0,0,S,2.0664576141215414
0,3,female,32,1,1,Q,2.740904537973157
0,2,male,23,0,0,S,2.5650262775800314
0,1,male,58,0,2,C,4.729827318587508
1,1,male,50,2,0,S,4.895231924786641
0,3,male,40,0,0,C,1.9776856327254484
0,1,male,47,0,0,S,3.2421430318065467
0,3,male,36,0,0,S,2.014476262827477
1,3,male,20,1,0,S,2.0701484947682434
0,2,male,32,2,0,S,4.297299011568414
0,2,male,25,0,0,S,2.5650262775800314
0,3,male,NA,0,0,S,2.051042067158138
0,3,male,43,0,0,S,2.085796307317844
1,1,female,NA,1,0,S,3.9512629491657494
1,2,female,40,1,1,S,3.6635872868265618
0,1,male,31,1,0,S,3.9512629491657494
0,2,male,70,0,0,S,2.351470490723856
1,2,male,31,0,0,S,2.5650262775800314
0,2,male,NA,0,0,S,-6.907755278982137
0,3,male,18,0,0,S,2.051042067158138
0,3,male,24.5,0,0,S,2.085796307317844
1,3,female,18,0,0,S,2.286730063669946
0,3,female,43,1,6,S,3.8480389971865443
1,1,male,36,0,1,C,6.238969339041765
0,3,female,NA,0,0,Q,2.0966058878494156
1,1,male,27,0,0,C,4.3402953727285984
0,3,male,20,0,0,S,2.2220255851356288
0,3,male,14,5,2,S,3.8480389971865443
0,2,male,60,1,1,S,3.6635872868265618
0,2,male,25,1,2,C,3.7276240924231088
0,3,male,14,4,1,S,3.681061473185869
0,3,male,19,0,0,S,2.319619185549825
0,3,male,18,0,0,S,2.0537133931071048
1,1,female,15,0,1,S,5.3534611134197965
1,1,male,31,1,0,S,4.043068811540308
1,3,female,4,0,1,C,2.59657473086422
1,3,male,NA,0,0,S,4.034183999380309
0,3,male,25,0,0,C,1.9776856327254484
0,1,male,60,0,0,S,3.279067411762075
0,2,male,52,0,0,S,2.602763756775109
0,3,male,44,0,0,S,2.085796307317844
1,3,female,NA,0,0,Q,2.0456649821923056
0,1,male,49,1,1,C,4.708487315353423
0,3,male,42,0,0,S,2.034836358249715
1,1,female,18,1,0,C,5.427264517575177
1,1,male,35,0,0,S,3.2691315811992427
0,3,female,18,0,1,C,2.671054211415484
0,3,male,25,0,0,Q,2.0467504639813847
0,3,male,26,1,0,S,2.061175732872943
0,2,male,39,0,0,S,3.2581349988203177
1,2,female,45,0,0,S,2.602763756775109
1,1,male,42,0,0,S,3.2691315811992427
1,1,female,22,0,0,S,5.0209222019643915
1,3,male,NA,1,1,C,2.724369644969179
1,1,female,24,0,0,C,3.902077714562277
0,1,male,NA,0,0,S,3.279067411762075
1,1,male,48,1,0,S,3.9512629491657494
0,3,male,29,0,0,S,2.2496377999255617
0,2,male,52,0,0,S,2.5650262775800314
0,3,male,19,0,0,S,2.034836358249715
1,1,female,38,0,0,C,5.427264517575177
1,2,female,27,0,0,S,2.351470490723856
0,3,male,NA,0,0,Q,2.740904537973157
0,3,male,33,0,0,S,2.051042067158138
1,2,female,6,0,1,S,3.4965378640376557
0,3,male,17,1,0,S,1.953764933591834
0,2,male,34,0,0,S,2.5650262775800314
0,2,male,50,0,0,S,2.5650262775800314
1,1,male,27,1,0,S,3.9721957604622795
0,3,male,20,0,0,S,2.1591187979687643
1,2,female,30,3,0,S,3.0445700556372914
1,3,female,NA,0,0,Q,2.046207870370677
0,2,male,25,1,0,S,3.2581349988203177
0,3,female,25,1,0,S,2.0701484947682434
1,1,female,29,0,0,S,5.3534611134197965
0,3,male,11,0,0,C,2.933244980542167
0,2,male,NA,0,0,S,-6.907755278982137
0,2,male,23,0,0,S,2.5650262775800314
0,2,male,23,0,0,S,2.5650262775800314
0,3,male,28.5,0,0,S,2.7788813818628015
0,3,female,48,1,3,S,3.537358646472694
1,1,male,35,0,0,C,6.238969339041765
0,3,male,NA,0,0,S,2.0664576141215414
0,3,male,NA,0,0,S,2.0664576141215414
1,1,male,NA,0,0,S,3.4012307144399454
0,1,male,36,1,0,S,4.367559995636808
1,1,female,21,2,2,C,5.569778589472267
0,3,male,24,1,0,S,2.7788813818628015
1,3,male,31,0,0,S,2.0701484947682434
0,1,male,70,1,1,S,4.262693961449172
0,3,male,16,1,1,S,3.0082041750493116
1,2,female,30,0,0,S,2.5650262775800314
0,1,male,19,1,0,S,3.9721957604622795
0,3,male,31,0,0,Q,2.0478218672993744
1,2,female,4,1,1,S,3.135537693244867
1,3,male,6,0,1,S,2.523806798745557
0,3,male,33,0,0,S,2.2513970562246124
0,3,male,23,0,0,S,2.0664576141215414
1,2,female,48,1,2,S,4.17440265439268
1,2,male,0.67,1,1,S,2.674217612565758
0,3,male,28,0,0,S,2.0537133931071048
0,2,male,18,0,0,S,2.4424339881104444
0,3,male,34,0,0,S,2.085796307317844
1,1,female,33,0,0,S,4.460155974564651
0,3,male,NA,0,0,S,2.674217612565758
0,3,male,41,0,0,S,1.9637500671836443
1,3,male,20,0,0,C,1.978266698305362
1,1,female,36,1,2,S,4.787500076080657
0,3,male,16,0,0,S,2.051042067158138
1,1,female,51,1,0,S,4.356186895635478
0,1,male,NA,0,0,C,3.6788543704668477
0,3,female,30.5,0,0,Q,2.0478218672993744
0,3,male,NA,1,0,Q,3.1843257871087944
0,3,male,32,0,0,S,2.1238769997699265
0,3,male,24,0,0,S,2.2513970562246124
0,3,male,48,0,0,S,2.061175732872943
0,2,female,57,0,0,S,2.351470490723856
0,3,male,NA,0,0,C,1.9776856327254484
1,2,female,54,1,3,S,3.135537693244867
0,3,male,18,0,0,S,2.0478218672993744
0,3,male,NA,0,0,Q,2.0478218672993744
1,3,female,5,0,0,S,2.523806798745557
0,3,male,NA,0,0,Q,2.046207870370677
1,1,female,43,0,1,S,5.3534611134197965
1,3,female,13,0,0,C,1.978266698305362
1,1,female,17,1,0,S,4.043068811540308
0,1,male,29,0,0,S,3.4012307144399454
0,3,male,NA,1,2,S,3.154913137906303
0,3,male,25,0,0,S,1.9531694507369035
0,3,male,25,0,0,S,1.9811393903894556
1,3,female,18,0,0,S,2.014476262827477
0,3,male,8,4,1,Q,3.3716312460603888
1,3,male,1,1,2,S,3.024125348055209
0,1,male,46,0,0,C,4.371988925003296
0,3,male,NA,0,0,Q,2.0478218672993744
0,2,male,16,0,0,S,3.2581349988203177
0,3,female,NA,8,2,S,4.2420602964113066
0,1,male,NA,0,0,C,3.4241584146326685
0,3,male,25,0,0,S,2.0664576141215414
0,2,male,39,0,0,S,2.5650262775800314
1,1,female,49,0,0,S,3.2554083125944873
1,3,female,31,0,0,S,2.161516797711367
0,3,male,30,0,0,C,1.978266698305362
0,3,female,30,1,1,S,3.1843257871087944
0,2,male,34,0,0,S,2.5650262775800314
1,2,female,31,1,1,S,3.267704083550123
1,1,male,11,1,2,S,4.787500076080657
1,3,male,0.42,0,1,C,2.1421463513456973
1,3,male,27,0,0,S,1.9424756866066786
0,3,male,31,0,0,S,2.051042067158138
0,1,male,39,0,0,S,-6.907755278982137
0,3,female,18,0,0,S,2.051042067158138
0,2,male,39,0,0,S,2.5650262775800314
1,1,female,33,1,0,S,3.9721957604622795
0,3,male,26,0,0,S,2.065406002715372
0,3,male,39,0,0,S,3.1843257871087944
0,2,male,35,0,0,S,2.351470490723856
0,3,female,6,4,2,S,3.4428510302622675
0,3,male,30.5,0,0,S,2.085796307317844
0,1,male,NA,0,0,S,-6.907755278982137
0,3,female,23,0,0,S,2.0701484947682434
0,2,male,31,1,1,C,3.6110584433098682
0,3,male,43,0,0,S,1.8642351575501046
0,3,male,10,3,2,S,3.328662530478907
1,1,female,52,1,1,S,4.537972131424614
1,3,male,27,0,0,S,2.1591187979687643
0,1,male,38,0,0,S,-6.907755278982137
1,3,female,27,0,1,S,2.523806798745557
0,3,male,2,4,1,S,3.681061473185869
0,3,male,NA,0,0,Q,1.9388855341183489
0,3,male,NA,0,0,S,4.034183999380309
1,2,male,1,0,2,C,3.6110584433098682
1,3,male,NA,0,0,Q,2.0478218672993744
1,1,female,62,0,0,NA,4.3820391345957574
1,3,female,15,1,0,C,2.671054211415484
1,2,male,0.83,1,1,S,2.9312470843275817
0,3,male,NA,0,0,C,1.978266698305362
0,3,male,23,0,0,S,2.061175732872943
0,3,male,18,0,0,S,2.1163759894728984
1,1,female,39,1,1,C,4.420758045445967
0,3,male,21,0,0,S,2.1591187979687643
0,3,male,NA,0,0,S,2.085796307317844
1,3,male,32,0,0,S,4.034183999380309
1,1,male,NA,0,0,C,3.391180715275501
0,3,male,20,0,0,S,2.0701484947682434
0,2,male,16,0,0,S,2.351470490723856
1,1,female,30,0,0,C,3.434019462029382
0,3,male,34.5,0,0,C,1.8622955937317016
0,3,male,17,0,0,S,2.1591187979687643
0,3,male,42,0,0,S,2.0216800048212886
0,3,male,NA,8,2,S,4.2420602964113066
0,3,male,35,0,0,C,2.0664576141215414
0,2,male,28,0,1,S,3.4965378640376557
1,1,female,NA,1,0,C,4.489817694165499
0,3,male,4,4,2,S,3.4428510302622675
0,3,male,74,0,0,S,2.051042067158138
0,3,female,9,1,1,C,2.724369644969179
1,1,female,16,0,1,S,3.6737911966924632
0,2,female,44,1,0,S,3.2581349988203177
1,3,female,18,0,1,S,2.2354832894533097
1,1,female,45,1,1,S,5.105143334090628
1,1,male,51,0,0,S,3.279067411762075
1,3,female,24,0,3,C,2.957994060953522
0,3,male,NA,0,0,C,1.978266698305362
0,3,male,41,2,0,S,2.646834154428568
0,2,male,21,1,0,S,2.4424339881104444
1,1,female,48,0,0,S,3.2554083125944873
0,3,female,NA,8,2,S,4.2420602964113066
0,2,male,24,0,0,S,2.5650262775800314
1,2,female,42,0,0,S,2.5650262775800314
1,2,female,27,1,0,C,2.628956487435829
0,1,male,31,0,0,S,3.9219099679369496
0,3,male,NA,0,0,S,2.2513970562246124
1,3,male,4,1,1,S,2.4100304338926613
0,3,male,26,0,0,S,2.0664576141215414
1,1,female,47,1,1,S,3.9618640458051333
0,1,male,33,0,0,S,1.6096378924367667
0,3,male,47,0,0,S,2.1973356822749484
1,2,female,28,1,0,C,3.178095496146581
1,3,female,15,0,0,C,1.9776856327254484
0,3,male,20,0,0,S,2.2871465293048545
0,3,male,19,0,0,S,2.0664576141215414
0,3,male,NA,0,0,S,2.0664576141215414
1,1,female,56,0,1,C,4.420758045445967
1,2,female,25,0,1,S,3.2581349988203177
0,3,male,33,0,0,S,2.0664576141215414
0,3,female,22,0,0,S,2.353059552227576
0,2,male,28,0,0,S,2.351470490723856
0,3,male,25,0,0,S,1.9531694507369035
0,3,female,39,0,5,Q,3.3716312460603888
0,2,male,27,0,0,S,2.5650262775800314
1,1,female,19,0,0,S,3.4012307144399454
0,3,female,NA,1,2,S,3.154913137906303
1,1,male,26,0,0,C,3.4012307144399454
0,3,male,32,0,0,Q,2.0478218672993744
